"id","Количество.комнат","Студия","Общая.площадь","Этаж","Этажей.в.доме","Парковка","Цена","Без.ремонта","Дизайнерский","Евроремонт","Косметический","Балкон","Лоджия","Совмещенный.санузел","Раздельный.санузел","Лифт","Грузовой.лифт","Мусоропровод","Год.постройки","Аварийный","Железобетонные.перекрытия","Смешанные.перекрытия","Деревянные.перекрытия","Иные.перекрытия","Панельные.стены","Блочные.стены","Деревянные.стены","Кирпичные.стены","Монолитные.стены","Смешанные.стены","Школа.1000","ВУЗ.1000","ТЦ.1000","Стоматология.1000","Почта.1000","Поликлиника.1000","Парк.1000","Остановка.1000","Одежда..1000","Супер3кет.1000","Кинотеатр.1000","Кафе.1000","АЗС.1000","Детский.сад.1000","Бар.1000","Банк.1000","Аптека.1000"
"132",1,0,36.4,6,10,0,2300000,0,0,0,1,0,1,1,0,1,0,1,2006,0,1,0,0,0,0,0,0,1,0,0,5,1,5,9,4,3,1,13,5,11,0,6,3,22,2,7,16
"133",4,0,85,7,9,0,3800000,0,0,0,1,3,0,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,5,1,3,11,3,5,1,13,2,10,0,8,3,22,3,7,16
"134",2,0,46,1,6,0,2400000,0,0,0,1,0,0,0,1,1,0,0,1980,0,1,0,0,0,1,0,0,0,0,0,5,1,4,12,3,3,1,13,5,11,0,8,4,27,3,7,16
"135",3,0,67.9,6,6,0,2850000,0,0,0,1,0,0,0,1,1,0,0,1980,0,1,0,0,0,1,0,0,0,0,0,5,1,4,14,2,3,0,13,5,9,0,7,4,29,4,6,16
"136",1,0,33,2,9,1,1815000,0,0,0,1,1,0,0,1,1,0,1,1983,0,1,0,0,0,1,0,0,0,0,0,5,1,4,13,3,5,1,12,5,11,0,9,4,29,3,7,17
"137",3,0,66,5,9,0,3850000,0,0,1,0,1,0,0,1,1,0,1,1983,0,1,0,0,0,1,0,0,0,0,0,5,1,4,13,3,5,1,12,5,11,0,9,4,29,3,7,17
"138",1,0,49.31,9,16,1,2700000,0,0,0,1,1,0,1,0,1,1,0,2015,0,1,0,0,0,0,0,0,1,0,0,5,1,4,14,3,5,0,13,6,11,0,9,3,33,4,7,18
"139",1,0,31,1,5,0,1700000,0,0,0,1,0,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,6,1,3,12,3,5,1,12,4,10,0,11,3,30,2,7,17
"140",4,0,77,8,9,0,3600000,0,0,0,1,2,0,0,1,1,0,1,1985,0,1,0,0,0,1,0,0,0,0,0,6,1,5,15,3,5,0,12,8,11,0,10,3,34,4,7,19
"141",1,0,41,4,9,0,2330000,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,6,1,6,17,4,3,0,10,8,10,0,9,4,32,6,5,20
"142",4,0,74.6,2,9,1,3590000,0,0,0,1,0,0,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,5,1,4,13,3,5,1,13,5,10,0,11,3,32,3,7,16
"143",2,0,46,3,5,1,2390000,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,7,1,3,12,3,5,1,13,3,10,0,10,2,32,2,8,18
"144",2,0,42,7,10,0,2600000,0,0,0,1,1,0,0,1,1,0,1,1990,0,1,0,0,0,1,0,0,0,0,0,6,0,5,16,4,3,0,10,9,11,0,9,2,32,5,5,17
"145",2,0,44.8,3,5,0,2490000,0,0,0,1,1,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,8,1,3,11,3,5,0,13,3,10,0,10,2,31,3,9,17
"146",4,0,80,5,10,0,4400000,0,0,0,1,1,0,0,1,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,8,0,2,11,3,7,0,12,4,11,0,11,2,22,4,14,16
"147",3,0,68,7,10,0,3750000,0,0,0,1,1,0,0,1,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,8,0,2,11,3,7,0,12,4,11,0,11,2,22,4,14,16
"148",4,0,82,5,10,0,4550000,0,1,0,0,1,0,0,1,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,8,0,2,11,3,7,0,12,4,11,0,11,2,22,4,14,16
"149",4,0,80,5,10,0,4450000,0,1,0,0,1,0,0,1,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,8,0,2,11,3,7,0,12,4,11,0,11,2,22,4,14,16
"150",1,0,18,4,5,0,1150000,0,0,0,1,0,0,1,0,0,0,0,1988,0,1,0,0,0,1,0,0,0,0,0,8,0,3,13,4,7,0,12,3,11,0,11,2,27,4,12,17
"151",1,0,14,5,5,0,850000,0,0,0,1,0,0,1,0,0,0,0,1988,0,1,0,0,0,1,0,0,0,0,0,8,0,3,13,4,7,0,12,3,11,0,11,2,27,4,12,17
"152",3,0,60,2,5,0,2970000,0,0,0,1,0,1,1,0,0,0,0,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,2,3,0,8,1,4,0,2,3,7,3,2,10
"153",3,0,60,2,5,0,2970000,0,0,0,1,0,1,0,1,1,0,0,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,2,3,0,8,1,4,0,2,3,7,3,2,10
"154",1,0,18,3,5,0,1100000,0,0,0,1,0,0,1,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,3,0,8,1,4,0,1,3,7,3,2,10
"155",1,0,19,3,5,1,1050000,0,0,0,1,0,0,0,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,3,0,8,1,4,0,1,3,7,3,2,10
"156",1,0,35,6,9,0,1800000,0,0,0,1,1,0,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,3,0,7,1,3,0,1,3,6,4,2,9
"157",1,0,28,7,9,0,1500000,0,0,0,1,0,1,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,3,0,7,1,3,0,1,3,6,4,2,9
"158",1,0,18,5,5,0,1050000,0,0,0,1,0,0,1,0,0,0,0,1967,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,1,2,0,1,2,5,3,2,9
"159",1,1,18,2,5,0,1150000,0,0,0,1,0,0,0,0,0,0,0,1967,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,1,2,0,1,2,5,3,2,9
"160",1,0,18,5,5,0,1100000,0,0,0,1,0,0,0,0,0,0,0,1967,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,1,2,0,1,2,5,3,2,9
"161",1,0,13.4,5,5,0,8e+05,0,0,0,1,0,0,1,0,0,0,0,1967,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,1,2,0,1,2,5,3,2,9
"162",1,0,14,3,5,1,850000,0,0,1,0,0,0,0,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"163",1,1,18,1,5,0,1080000,0,0,0,1,0,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"164",1,0,17.1,2,5,0,960000,0,0,0,1,0,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"165",1,0,18,4,5,0,950000,0,0,0,1,0,0,0,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"166",1,0,14,3,5,0,9e+05,0,0,0,1,0,0,0,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"167",1,0,14,3,5,0,850000,0,0,0,1,0,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"168",1,0,18,5,5,0,850000,0,0,0,1,0,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"169",1,0,14,4,5,0,750000,0,0,0,1,0,0,0,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"170",1,0,17.1,5,5,0,950000,0,0,1,0,0,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,0,2,0,1,3,4,3,0,9
"171",1,0,12,3,5,0,550000,0,0,0,1,0,0,0,0,0,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,3,0,6,0,2,0,1,3,4,3,0,8
"172",1,0,40,8,9,0,1850000,0,0,0,1,0,0,1,0,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,6,0,2,0,1,2,4,3,0,7
"173",1,0,39.7,8,9,0,1850000,0,0,0,1,0,0,1,0,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,6,0,2,0,1,2,4,3,0,7
"174",2,0,44.2,1,5,0,2300000,0,0,0,1,0,0,0,1,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,4,0,1,7,3,3,1,9,4,6,0,3,0,11,3,5,9
"175",2,0,45.4,2,5,0,2300000,0,0,0,1,1,0,0,0,0,0,0,1966,0,1,0,0,0,0,0,0,1,0,0,6,0,2,7,3,5,1,13,4,8,0,4,0,17,3,5,16
"176",2,0,43,2,5,0,2450000,0,0,0,1,1,0,0,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,7,1,2,7,5,5,1,13,5,10,0,6,1,19,3,8,17
"177",1,0,30.6,1,5,0,1600000,0,0,0,1,0,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,5,1,2,7,5,4,1,12,6,10,0,6,1,18,3,8,17
"178",3,0,70,4,9,0,3640000,0,0,0,1,1,0,1,0,1,0,1,1974,0,1,0,0,0,0,0,0,1,0,0,6,0,3,7,3,5,1,14,4,8,0,4,0,18,3,6,17
"179",1,0,18,4,5,0,9e+05,0,0,0,1,0,0,1,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,6,1,2,0,2,2,6,3,2,9
"180",2,0,44,1,5,0,2200000,0,0,0,1,0,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,3,0,7,1,3,0,2,3,7,3,2,9
"181",1,1,18,5,5,0,1050000,0,0,0,1,0,0,0,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,3,0,6,1,3,0,2,2,6,3,2,9
"182",1,0,17.1,1,5,0,9e+05,0,0,0,1,0,0,1,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,3,0,6,1,3,0,2,2,6,3,2,9
"183",2,0,46,4,5,0,2250000,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,2,3,0,8,1,4,0,2,3,8,3,2,9
"184",1,0,33,4,5,0,1750000,0,0,0,1,1,0,1,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,2,3,0,9,1,4,0,2,3,8,3,2,9
"185",1,0,12,7,9,0,650000,0,0,0,1,0,0,0,0,2,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,1,1,4,4,3,1,0,11,5,7,0,4,4,15,2,4,13
"186",2,0,46.3,2,5,0,2200000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,3,0,2,2,2,3,1,10,3,5,0,2,3,8,3,2,12
"187",1,0,29,1,5,1,1600000,0,0,0,1,0,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,3,0,2,3,2,3,1,10,4,6,0,2,2,9,3,3,13
"188",1,0,29.8,1,5,0,1550000,0,0,0,1,0,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,3,0,2,3,2,3,1,10,4,6,0,2,2,9,3,3,13
"189",1,0,29,9,9,0,1600000,0,1,0,0,1,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,3,0,2,3,2,3,1,10,4,6,0,2,2,9,3,3,13
"190",1,0,53.3,2,10,0,3e+06,0,0,0,1,1,0,0,1,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,3,0,2,3,2,3,1,9,4,6,0,2,2,9,3,3,12
"191",3,0,63,4,5,0,3300000,0,0,0,1,1,0,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,3,4,1,9,4,7,0,3,0,14,3,5,16
"192",3,0,93,5,10,0,5500000,0,0,1,0,1,0,1,1,1,0,1,2004,0,1,0,0,0,0,0,0,1,0,0,4,0,2,4,2,2,1,11,4,6,0,2,2,12,3,3,14
"193",3,0,63,3,5,0,3450000,0,0,0,1,1,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,3,3,1,10,4,7,0,3,0,13,3,5,14
"194",3,0,63,3,5,0,3450000,0,0,0,1,1,0,0,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,3,3,1,10,4,7,0,3,0,13,3,5,14
"195",3,0,63,5,5,1,3450000,0,0,0,1,2,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,4,0,2,7,3,3,1,10,4,6,0,3,0,14,3,5,13
"196",1,0,32,9,10,0,2e+06,0,0,0,1,0,1,1,0,1,0,1,2011,0,1,0,0,0,0,0,0,1,0,0,3,0,2,2,2,3,1,10,3,5,0,2,3,8,3,2,11
"197",3,0,62,4,5,0,3200000,0,0,0,1,1,0,0,1,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,6,0,2,7,2,3,1,10,3,8,0,5,1,13,4,5,14
"198",1,0,31,4,9,0,1650000,0,0,1,0,1,0,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,3,1,2,3,2,3,1,11,3,6,0,2,2,8,3,2,12
"199",2,0,46,1,5,0,2100000,0,0,0,1,0,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,3,0,2,2,2,3,1,10,3,5,0,2,3,9,3,3,13
"200",2,0,43.6,4,5,1,2580000,0,0,0,1,1,0,1,0,0,0,0,1963,0,0,1,0,0,1,0,0,0,0,0,5,1,3,5,3,5,1,12,5,10,0,3,1,18,5,7,19
"201",1,0,32,5,5,1,1700000,0,0,0,1,1,0,1,0,0,0,0,1964,0,0,1,0,0,1,0,0,0,0,0,5,1,3,5,3,5,1,12,5,10,0,3,1,17,4,7,19
"202",2,0,45.5,4,5,0,2280000,0,0,0,1,1,0,0,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,6,0,3,7,3,4,1,13,4,9,0,4,1,16,5,6,19
"203",2,0,40,9,9,0,2200000,0,0,0,1,1,0,1,0,1,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,4,0,3,5,2,2,1,13,4,7,0,2,2,13,5,3,17
"204",2,0,41.3,9,9,0,2500000,0,0,0,1,1,0,0,1,1,0,1,1980,0,1,0,0,0,1,0,0,0,0,0,4,0,3,6,3,4,1,12,4,9,0,4,0,15,5,4,18
"205",1,1,18,3,5,0,1030000,0,0,0,1,0,0,0,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,5,4,1,14,5,11,0,6,1,18,3,8,16
"206",1,1,14,5,5,0,820000,0,0,0,1,0,0,1,0,0,0,1,1967,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,5,4,1,14,5,11,0,6,1,18,3,8,16
"207",1,0,14,1,5,0,880000,0,0,1,0,0,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,5,0,2,7,5,4,1,14,5,11,0,6,1,18,3,8,16
"208",1,1,14,3,5,0,830000,0,0,0,1,0,0,1,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,6,0,2,8,4,4,1,11,5,11,0,6,1,20,4,9,18
"209",1,1,17,3,5,0,1e+06,0,0,0,1,0,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,6,0,2,8,4,3,1,11,5,10,0,6,1,19,4,9,17
"210",3,0,70,2,9,0,3500000,0,0,0,1,1,0,1,0,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,4,0,2,6,3,4,1,8,4,8,0,2,0,13,4,4,14
"211",1,0,38.2,2,9,0,2100000,0,0,0,1,2,0,0,0,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,4,0,2,6,3,4,1,8,4,8,0,2,0,13,4,4,14
"212",2,0,45.3,2,5,0,2500000,0,0,0,1,1,0,1,0,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,5,0,1,6,2,3,1,6,4,6,0,2,0,12,2,4,10
"213",1,0,41,4,5,1,2250000,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,8,14,1,9,3,2,3,4,22,5,0,10,0,15,3,13,17
"214",3,0,72,4,5,0,3900000,0,0,0,1,1,0,0,1,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,8,14,1,9,3,2,3,4,22,5,0,10,0,15,3,13,17
"215",3,0,79,5,5,0,3500000,0,0,0,1,0,0,0,1,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,8,14,1,9,3,2,3,4,22,5,0,10,0,15,3,13,17
"216",3,0,75,3,5,0,3350000,0,0,0,1,2,0,1,0,0,0,0,1957,0,1,0,0,0,0,0,0,1,0,0,7,14,1,10,3,3,3,4,22,6,0,10,1,17,3,13,18
"217",1,1,32,4,5,0,1800000,0,0,1,0,1,1,1,0,0,0,0,1961,0,1,0,0,0,1,0,0,0,0,0,6,11,2,16,3,3,2,7,22,6,0,9,4,17,2,12,13
"218",2,0,45,1,5,0,1950000,0,0,0,1,0,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,4,10,2,17,3,3,1,9,25,6,0,11,5,10,3,12,12
"219",3,0,72,6,9,0,3550000,0,0,0,1,1,0,0,1,1,0,0,1978,0,1,0,0,0,1,0,0,0,0,0,4,8,2,14,3,3,1,9,25,5,0,12,5,10,3,11,12
"220",3,0,56,10,12,0,2850000,0,0,0,1,0,0,0,0,1,0,1,1969,0,1,0,0,0,1,0,0,0,0,0,5,11,1,15,2,4,3,6,25,5,0,9,2,15,3,13,14
"221",1,0,27.5,8,12,0,1600000,0,0,0,1,0,0,0,1,1,1,1,1970,0,1,0,0,0,1,0,0,0,0,0,4,11,1,14,2,3,2,6,24,5,0,9,1,13,3,12,14
"222",1,0,27.4,8,12,0,1600000,0,0,0,1,0,0,0,1,1,0,1,1970,0,1,0,0,0,1,0,0,0,0,0,4,11,1,14,2,3,2,6,24,5,0,9,1,13,3,12,14
"223",2,0,56,6,9,0,3550000,0,0,1,0,1,0,0,1,1,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,3,11,1,14,3,3,2,6,22,4,0,9,1,8,3,12,12
"224",3,0,58,5,5,1,2950000,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,3,1,3,14,2,3,0,8,16,4,0,12,6,6,2,9,11
"225",1,0,37,3,9,1,2100000,0,0,0,1,0,1,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,14,2,3,0,8,16,4,0,11,6,8,2,9,12
"226",2,0,45,1,5,0,2100000,0,0,0,1,0,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,2,0,3,12,2,2,1,9,16,4,0,16,6,6,2,9,12
"227",3,0,56,4,5,0,2750000,0,0,0,1,1,0,0,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,1,0,3,13,2,3,1,9,16,5,0,17,6,7,2,8,12
"228",3,0,56,5,5,0,2820000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,2,0,3,12,2,3,1,9,17,5,0,17,6,8,2,8,12
"229",2,0,45.4,1,5,0,2100000,0,0,0,1,0,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,2,0,3,12,2,3,1,9,17,5,0,17,6,8,2,8,12
"230",2,0,45,1,5,0,2300000,0,1,0,0,0,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,2,0,3,12,2,3,1,9,17,5,0,17,6,8,2,8,12
"231",2,0,47.3,1,5,0,2350000,0,0,1,0,0,0,0,1,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,4,1,3,10,3,2,1,11,15,5,1,22,2,10,2,10,13
"232",1,0,31,3,5,0,1450000,0,0,0,1,1,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,4,0,2,3,1,2,1,6,8,2,0,4,5,5,3,2,6
"233",1,0,32,4,5,0,1400000,0,0,0,1,1,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,4,0,2,3,1,2,1,6,8,2,0,4,5,5,3,2,6
"234",1,0,24,1,5,0,1100000,0,0,0,1,0,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,4,0,2,3,1,2,1,6,8,2,0,4,5,5,3,2,6
"235",2,0,39,6,9,0,1950000,0,0,0,1,0,0,1,0,1,0,0,1974,0,1,0,0,0,0,0,0,1,0,0,2,0,3,12,2,2,1,8,16,4,0,17,5,6,3,9,12
"236",2,0,34,9,9,0,1850000,0,0,0,1,0,0,1,0,1,0,0,1974,0,1,0,0,0,0,0,0,1,0,0,2,0,3,12,2,2,1,8,16,4,0,17,5,6,3,9,12
"237",2,0,34.1,3,9,1,1750000,0,0,0,1,0,0,1,0,2,0,0,1974,0,1,0,0,0,0,0,0,1,0,0,2,0,3,12,2,2,1,8,16,4,0,17,5,6,3,9,12
"238",1,0,34,9,9,0,1650000,0,0,0,1,0,0,0,0,1,0,0,1974,0,1,0,0,0,0,0,0,1,0,0,2,0,3,12,2,2,1,8,16,4,0,17,5,6,3,9,12
"239",1,1,22,6,9,0,1300000,0,1,0,0,0,0,1,0,1,0,0,1979,0,1,0,0,0,0,0,0,1,0,0,3,0,3,13,1,2,0,8,16,4,0,15,6,5,3,9,11
"240",1,0,32,5,5,0,1750000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,4,1,3,9,3,2,1,11,14,5,1,24,2,13,2,12,14
"241",4,0,69.2,5,5,0,3250000,0,0,0,1,1,0,0,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,3,1,3,9,2,4,1,10,13,5,1,24,2,12,2,14,13
"242",2,0,45,3,5,0,2650000,0,0,0,1,1,0,0,1,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,3,1,4,9,2,4,1,11,14,5,1,24,3,11,2,15,17
"243",4,0,85.1,9,10,0,4490000,0,0,0,1,0,1,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,5,4,2,7,3,4,1,7,12,3,1,18,1,13,1,15,14
"244",1,0,32,3,5,0,1920000,0,0,0,1,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,6,3,2,8,3,4,1,12,12,4,1,17,2,13,1,16,15
"245",1,0,15,1,5,0,8e+05,0,0,0,1,0,0,0,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,6,3,2,8,3,4,1,11,12,4,1,17,2,15,1,16,15
"246",2,0,46,3,5,0,2800000,0,0,1,0,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,6,3,2,8,3,4,1,11,12,4,1,17,2,15,1,16,15
"247",2,0,46,1,5,0,2250000,0,0,1,0,0,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,6,3,2,8,3,4,1,11,12,4,1,17,2,15,1,16,15
"248",2,0,72,5,5,1,3300000,0,0,0,1,0,0,0,1,0,0,0,1940,0,0,1,0,0,0,0,0,1,0,0,3,0,3,3,1,2,0,4,8,1,0,3,1,4,2,2,4
"249",3,0,78,1,5,0,3600000,0,0,0,1,0,0,0,1,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,6,9,2,11,3,5,0,8,9,5,0,10,4,19,6,12,28
"250",2,0,58,3,5,0,3100000,0,0,0,1,1,0,0,1,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,9,8,2,12,4,5,0,10,9,6,0,9,5,20,5,13,30
"251",3,0,80,5,7,1,4300000,0,0,0,1,1,0,0,1,1,0,0,1958,0,0,1,0,0,0,0,0,1,0,0,3,10,1,4,2,1,1,2,3,1,0,4,0,6,4,9,8
"252",1,0,32.1,5,6,0,1800000,0,0,1,0,1,0,0,1,0,0,0,1964,0,0,1,0,0,0,0,0,1,0,0,8,8,2,11,3,4,0,11,9,6,0,9,5,19,4,14,34
"253",3,0,98,4,5,0,4800000,0,0,0,1,1,0,0,1,0,0,0,1942,0,0,1,0,0,0,0,0,1,0,0,5,10,1,7,3,2,1,4,4,1,0,5,2,10,4,12,15
"254",4,0,100,2,5,0,3900000,0,0,0,1,0,0,0,1,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,9,7,2,9,4,4,0,11,8,7,0,10,4,20,4,15,32
"255",3,0,58.1,3,5,0,3200000,0,0,0,1,0,0,1,0,0,0,0,1952,0,0,1,0,0,0,0,0,1,0,0,5,10,1,7,3,3,1,4,4,3,0,5,2,10,4,12,16
"256",3,0,81.1,2,3,0,5e+06,0,1,0,0,0,0,1,0,0,0,0,1955,0,0,0,1,0,0,0,0,1,0,0,7,4,2,9,4,5,0,10,8,7,0,10,4,19,4,15,31
"257",2,0,45,2,5,1,1900000,0,0,0,1,0,0,0,1,0,0,0,1959,0,0,1,0,0,0,0,0,1,0,0,7,3,2,9,4,5,1,9,10,6,0,8,4,19,4,13,29
"258",3,0,71.5,2,5,0,3200000,0,0,0,1,0,0,0,0,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,6,9,1,11,2,4,1,7,8,5,0,10,3,17,8,13,24
"259",1,0,46,2,5,0,2280000,0,0,0,1,0,0,0,1,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,6,9,2,11,3,5,0,9,9,5,0,10,4,19,6,12,29
"260",2,0,43,3,5,0,2200000,0,0,0,1,1,0,1,0,0,0,0,1960,0,0,1,0,0,0,0,0,1,0,0,8,6,1,7,4,4,1,10,15,6,0,6,4,18,5,12,28
"261",1,0,32,4,5,0,2e+06,0,0,1,0,1,0,1,0,0,0,0,1960,0,0,1,0,0,0,0,0,1,0,0,8,6,1,8,4,4,1,10,16,6,0,6,4,19,5,12,28
"262",1,0,31,1,5,0,1650000,0,0,0,1,4,1,1,0,0,0,0,1960,0,0,1,0,0,1,0,0,0,0,0,8,6,1,7,4,4,1,10,16,6,0,6,4,19,5,12,28
"263",1,0,18,1,5,0,710000,0,0,0,1,0,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,7,9,1,10,2,3,2,7,14,7,0,7,1,22,4,9,26
"264",2,0,41.4,3,5,0,2285000,0,0,0,1,1,0,1,0,0,0,0,1960,0,0,1,0,0,0,0,0,1,0,0,9,8,2,12,3,5,0,10,9,6,0,9,4,19,5,15,33
"265",2,0,42,4,5,0,2680000,0,0,0,1,1,0,1,0,0,0,0,1964,0,0,1,0,0,0,0,0,1,0,0,9,8,2,11,3,4,0,11,9,7,0,9,5,18,4,14,34
"266",2,0,45,4,5,0,2300000,0,0,0,1,1,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,8,15,1,9,3,2,3,4,22,6,0,11,1,18,3,13,17
